data,valor_brl,valor_usd,commodity,regiao,__fonte__
2013-10-30,75.00,34.14,SOJA,PRG,CEPEA
2013-10-31,24.77,11.10,MILHO,BRASIL,CEPEA
2013-10-31,73.29,32.85,SOJA,PR,CEPEA
2013-10-31,75.00,33.62,SOJA,PRG,CEPEA
2013-11-01,24.77,10.99,MILHO,BRASIL,CEPEA
2013-11-01,73.06,32.41,SOJA,PR,CEPEA
2013-11-01,75.00,33.27,SOJA,PRG,CEPEA
2013-11-04,24.78,11.03,MILHO,BRASIL,CEPEA
2013-11-04,73.04,32.52,SOJA,PR,CEPEA
2013-11-04,75.00,33.39,SOJA,PRG,CEPEA
2013-11-05,24.98,10.90,MILHO,BRASIL,CEPEA
2013-11-05,72.68,31.71,SOJA,PR,CEPEA
2013-11-05,75.00,32.72,SOJA,PRG,CEPEA
2013-11-06,24.99,10.95,MILHO,BRASIL,CEPEA
2013-11-06,72.92,31.95,SOJA,PR,CEPEA
2013-11-06,75.00,32.87,SOJA,PRG,CEPEA
2013-11-07,24.98,10.83,MILHO,BRASIL,CEPEA
2013-11-07,73.51,31.88,SOJA,PR,CEPEA
2013-11-07,75.00,32.52,SOJA,PRG,CEPEA
2013-11-08,24.97,10.79,MILHO,BRASIL,CEPEA
2013-11-08,73.81,31.88,SOJA,PR,CEPEA
2013-11-08,75.00,32.40,SOJA,PRG,CEPEA
2013-11-11,24.97,10.70,MILHO,BRASIL,CEPEA
2013-11-11,74.01,31.70,SOJA,PR,CEPEA
2013-11-11,75.00,32.12,SOJA,PRG,CEPEA
2013-11-12,25.30,10.84,MILHO,BRASIL,CEPEA
2013-11-12,74.48,31.91,SOJA,PR,CEPEA
2013-11-12,75.00,32.13,SOJA,PRG,CEPEA
2013-11-13,25.78,11.05,MILHO,BRASIL,CEPEA
2013-11-13,75.19,32.21,SOJA,PR,CEPEA
2013-11-13,77.25,33.10,SOJA,PRG,CEPEA
2013-11-14,25.79,11.12,MILHO,BRASIL,CEPEA
2013-11-14,74.96,32.31,SOJA,PR,CEPEA
2013-11-14,77.25,33.30,SOJA,PRG,CEPEA
2013-11-18,25.75,11.35,MILHO,BRASIL,CEPEA
2013-11-18,73.32,32.33,SOJA,PR,CEPEA
2013-11-18,77.25,34.06,SOJA,PRG,CEPEA
2013-11-19,25.77,11.32,MILHO,BRASIL,CEPEA
2013-11-19,73.28,32.20,SOJA,PR,CEPEA
2013-11-19,77.25,33.94,SOJA,PRG,CEPEA
2013-11-20,25.72,11.29,MILHO,BRASIL,CEPEA
2013-11-20,73.03,32.06,SOJA,PR,CEPEA
2013-11-20,77.25,33.91,SOJA,PRG,CEPEA
2013-11-21,25.99,11.27,MILHO,BRASIL,CEPEA
2013-11-21,73.36,31.80,SOJA,PR,CEPEA
2013-11-21,77.25,33.49,SOJA,PRG,CEPEA
2013-11-22,25.97,11.37,MILHO,BRASIL,CEPEA
2013-11-22,73.82,32.30,SOJA,PR,CEPEA
2013-11-22,77.25,33.81,SOJA,PRG,CEPEA
2013-11-25,25.62,11.22,MILHO,BRASIL,CEPEA
2013-11-25,74.99,32.83,SOJA,PR,CEPEA
2013-11-25,77.25,33.82,SOJA,PRG,CEPEA
2013-11-26,26.25,11.43,MILHO,BRASIL,CEPEA
2013-11-26,75.05,32.69,SOJA,PR,CEPEA
2013-11-26,77.25,33.65,SOJA,PRG,CEPEA
2013-11-27,26.49,11.43,MILHO,BRASIL,CEPEA
2013-11-27,75.53,32.58,SOJA,PR,CEPEA
2013-11-27,77.25,33.33,SOJA,PRG,CEPEA
2013-11-28,26.53,11.44,MILHO,BRASIL,CEPEA
2013-11-28,75.38,32.51,SOJA,PR,CEPEA
2013-11-28,77.25,33.31,SOJA,PRG,CEPEA
2013-11-29,26.45,11.32,MILHO,BRASIL,CEPEA
2013-11-29,75.63,32.38,SOJA,PR,CEPEA
2013-11-29,77.25,33.07,SOJA,PRG,CEPEA
2013-12-02,26.28,11.15,MILHO,BRASIL,CEPEA
2013-12-02,75.89,32.18,SOJA,PR,CEPEA
2013-12-02,77.25,32.76,SOJA,PRG,CEPEA
2013-12-03,26.44,11.12,MILHO,BRASIL,CEPEA
2013-12-03,75.43,31.73,SOJA,PR,CEPEA
2013-12-03,77.25,32.50,SOJA,PRG,CEPEA
2013-12-04,26.34,11.03,MILHO,BRASIL,CEPEA
2013-12-04,76.27,31.93,SOJA,PR,CEPEA
2013-12-04,77.25,32.34,SOJA,PRG,CEPEA
2013-12-05,26.30,11.13,MILHO,BRASIL,CEPEA
2013-12-05,76.09,32.20,SOJA,PR,CEPEA
2013-12-05,77.25,32.69,SOJA,PRG,CEPEA
2013-12-06,26.37,11.31,MILHO,BRASIL,CEPEA
2013-12-06,75.44,32.35,SOJA,PR,CEPEA
2013-12-06,77.25,33.13,SOJA,PRG,CEPEA
2013-12-09,26.56,11.45,MILHO,BRASIL,CEPEA
2013-12-09,74.97,32.31,SOJA,PR,CEPEA
2013-12-09,77.25,33.30,SOJA,PRG,CEPEA
2013-12-10,26.36,11.42,MILHO,BRASIL,CEPEA
2013-12-10,74.59,32.32,SOJA,PR,CEPEA
2013-12-10,77.25,33.47,SOJA,PRG,CEPEA
2013-12-11,26.32,11.24,MILHO,BRASIL,CEPEA
2013-12-11,74.32,31.73,SOJA,PR,CEPEA
2013-12-11,77.25,32.98,SOJA,PRG,CEPEA
2013-12-12,26.29,11.22,MILHO,BRASIL,CEPEA
2013-12-12,74.17,31.66,SOJA,PR,CEPEA
2013-12-12,77.25,32.97,SOJA,PRG,CEPEA
2013-12-13,26.26,11.24,MILHO,BRASIL,CEPEA
2013-12-13,73.28,31.38,SOJA,PR,CEPEA
2013-12-13,77.25,33.08,SOJA,PRG,CEPEA
2013-12-16,26.25,11.27,MILHO,BRASIL,CEPEA
2013-12-16,73.56,31.58,SOJA,PR,CEPEA
2013-12-16,77.25,33.17,SOJA,PRG,CEPEA
2013-12-17,26.36,11.36,MILHO,BRASIL,CEPEA
2013-12-17,73.04,31.47,SOJA,PR,CEPEA
2013-12-17,77.25,33.28,SOJA,PRG,CEPEA
2013-12-18,26.42,11.28,MILHO,BRASIL,CEPEA
2013-12-18,73.42,31.33,SOJA,PR,CEPEA
2013-12-18,77.25,32.97,SOJA,PRG,CEPEA
2013-12-19,26.55,11.30,MILHO,BRASIL,CEPEA
2013-12-19,72.96,31.04,SOJA,PR,CEPEA
2013-12-19,77.25,32.87,SOJA,PRG,CEPEA
2013-12-20,26.68,11.21,MILHO,BRASIL,CEPEA
2013-12-20,72.83,30.59,SOJA,PR,CEPEA
2013-12-20,77.25,32.44,SOJA,PRG,CEPEA
2013-12-23,26.69,11.30,MILHO,BRASIL,CEPEA
2013-12-23,72.87,30.86,SOJA,PR,CEPEA
2013-12-23,77.25,32.72,SOJA,PRG,CEPEA
2013-12-26,26.74,11.33,MILHO,BRASIL,CEPEA
2013-12-26,72.72,30.81,SOJA,PR,CEPEA
2013-12-26,77.25,32.73,SOJA,PRG,CEPEA
2013-12-27,26.79,11.44,MILHO,BRASIL,CEPEA
2013-12-27,72.59,30.99,SOJA,PR,CEPEA
2013-12-27,77.25,32.98,SOJA,PRG,CEPEA
2013-12-30,26.54,11.26,MILHO,BRASIL,CEPEA
2013-12-30,72.42,30.74,SOJA,PR,CEPEA
2013-12-30,77.25,32.79,SOJA,PRG,CEPEA
2014-01-02,26.64,11.14,MILHO,BRASIL,CEPEA
2014-01-02,72.18,30.19,SOJA,PR,CEPEA
2014-01-02,77.25,32.31,SOJA,PRG,CEPEA
2014-01-03,27.00,11.36,MILHO,BRASIL,CEPEA
2014-01-03,71.42,30.06,SOJA,PR,CEPEA
2014-01-03,77.25,32.51,SOJA,PRG,CEPEA
2014-01-06,27.29,11.48,MILHO,BRASIL,CEPEA
2014-01-06,71.38,30.03,SOJA,PR,CEPEA
2014-01-06,77.25,32.50,SOJA,PRG,CEPEA
2014-01-07,27.49,11.57,MILHO,BRASIL,CEPEA
2014-01-07,70.31,29.60,SOJA,PR,CEPEA
2014-01-07,77.25,32.53,SOJA,PRG,CEPEA
2014-01-08,27.16,11.37,MILHO,BRASIL,CEPEA
2014-01-08,70.14,29.35,SOJA,PR,CEPEA
2014-01-08,77.25,32.32,SOJA,PRG,CEPEA
2014-01-09,27.17,11.33,MILHO,BRASIL,CEPEA
2014-01-09,68.97,28.78,SOJA,PR,CEPEA
2014-01-09,73.34,30.60,SOJA,PRG,CEPEA
2014-01-10,27.17,11.49,MILHO,BRASIL,CEPEA
2014-01-10,68.64,29.02,SOJA,PR,CEPEA
2014-01-10,73.34,31.01,SOJA,PRG,CEPEA
2014-01-13,27.32,11.60,MILHO,BRASIL,CEPEA
2014-01-13,67.59,28.70,SOJA,PR,CEPEA
2014-01-13,73.34,31.14,SOJA,PRG,CEPEA
2014-01-14,27.35,11.61,MILHO,BRASIL,CEPEA
2014-01-14,67.78,28.77,SOJA,PR,CEPEA
2014-01-14,73.34,31.13,SOJA,PRG,CEPEA
2014-01-15,27.30,11.59,MILHO,BRASIL,CEPEA
2014-01-15,67.60,28.69,SOJA,PR,CEPEA
2014-01-15,73.34,31.13,SOJA,PRG,CEPEA
2014-01-16,27.07,11.46,MILHO,BRASIL,CEPEA
2014-01-16,67.77,28.68,SOJA,PR,CEPEA
2014-01-16,73.34,31.04,SOJA,PRG,CEPEA
2014-01-17,27.02,11.50,MILHO,BRASIL,CEPEA
2014-01-17,67.46,28.72,SOJA,PR,CEPEA
2014-01-17,73.34,31.22,SOJA,PRG,CEPEA
2014-01-20,26.81,11.46,MILHO,BRASIL,CEPEA
2014-01-20,67.58,28.89,SOJA,PR,CEPEA
2014-01-20,73.34,31.36,SOJA,PRG,CEPEA
2014-01-21,26.65,11.28,MILHO,BRASIL,CEPEA
2014-01-21,66.55,28.17,SOJA,PR,CEPEA
2014-01-21,73.34,31.05,SOJA,PRG,CEPEA
2014-01-22,26.59,11.23,MILHO,BRASIL,CEPEA
2014-01-22,65.07,27.47,SOJA,PR,CEPEA
2014-01-22,68.15,28.77,SOJA,PRG,CEPEA
2014-01-23,26.47,11.03,MILHO,BRASIL,CEPEA
2014-01-23,65.04,27.10,SOJA,PR,CEPEA
2014-01-23,68.00,28.33,SOJA,PRG,CEPEA
2014-01-24,26.04,10.87,MILHO,BRASIL,CEPEA
2014-01-24,65.02,27.13,SOJA,PR,CEPEA
2014-01-24,68.00,28.37,SOJA,PRG,CEPEA
2014-01-27,26.16,10.80,MILHO,BRASIL,CEPEA
2014-01-27,65.10,26.88,SOJA,PR,CEPEA
2014-01-27,68.00,28.08,SOJA,PRG,CEPEA
2014-01-28,26.24,10.81,MILHO,BRASIL,CEPEA
2014-01-28,64.81,26.70,SOJA,PR,CEPEA
2014-01-28,68.32,28.15,SOJA,PRG,CEPEA
2014-01-29,26.22,10.77,MILHO,BRASIL,CEPEA
2014-01-29,64.31,26.40,SOJA,PR,CEPEA
2014-01-29,67.55,27.73,SOJA,PRG,CEPEA
2014-01-30,26.46,10.95,MILHO,BRASIL,CEPEA
2014-01-30,64.50,26.70,SOJA,PR,CEPEA
2014-01-30,67.89,28.10,SOJA,PRG,CEPEA
2014-01-31,26.65,11.02,MILHO,BRASIL,CEPEA
2014-01-31,64.15,26.53,SOJA,PR,CEPEA
2014-01-31,68.20,28.20,SOJA,PRG,CEPEA
2014-02-03,26.91,11.05,MILHO,BRASIL,CEPEA
2014-02-03,63.93,26.26,SOJA,PR,CEPEA
2014-02-03,66.94,27.49,SOJA,PRG,CEPEA
2014-02-04,27.41,11.36,MILHO,BRASIL,CEPEA
2014-02-04,64.08,26.57,SOJA,PR,CEPEA
2014-02-04,67.44,27.96,SOJA,PRG,CEPEA
2014-02-05,28.06,11.69,MILHO,BRASIL,CEPEA
2014-02-05,64.33,26.81,SOJA,PR,CEPEA
2014-02-05,67.88,28.29,SOJA,PRG,CEPEA
2014-02-06,28.52,11.97,MILHO,BRASIL,CEPEA
2014-02-06,64.35,27.00,SOJA,PR,CEPEA
2014-02-06,66.20,27.78,SOJA,PRG,CEPEA
2014-02-07,28.31,11.90,MILHO,BRASIL,CEPEA
2014-02-07,64.51,27.12,SOJA,PR,CEPEA
2014-02-07,66.20,27.83,SOJA,PRG,CEPEA
2014-02-10,28.37,11.79,MILHO,BRASIL,CEPEA
2014-02-10,64.99,27.00,SOJA,PR,CEPEA
2014-02-10,66.20,27.50,SOJA,PRG,CEPEA
2014-02-11,28.93,12.04,MILHO,BRASIL,CEPEA
2014-02-11,65.52,27.27,SOJA,PR,CEPEA
2014-02-11,66.20,27.55,SOJA,PRG,CEPEA
2014-02-12,29.51,12.18,MILHO,BRASIL,CEPEA
2014-02-12,65.71,27.12,SOJA,PR,CEPEA
2014-02-12,66.20,27.32,SOJA,PRG,CEPEA
2014-02-13,29.70,12.34,MILHO,BRASIL,CEPEA
2014-02-13,66.49,27.63,SOJA,PR,CEPEA
2014-02-13,66.20,27.51,SOJA,PRG,CEPEA
2014-02-14,30.11,12.63,MILHO,BRASIL,CEPEA
2014-02-14,67.76,28.42,SOJA,PR,CEPEA
2014-02-14,71.82,30.13,SOJA,PRG,CEPEA
2014-02-17,30.13,12.62,MILHO,BRASIL,CEPEA
2014-02-17,67.47,28.27,SOJA,PR,CEPEA
2014-02-17,71.82,30.09,SOJA,PRG,CEPEA
2014-02-18,30.96,12.94,MILHO,BRASIL,CEPEA
2014-02-18,68.16,28.48,SOJA,PR,CEPEA
2014-02-18,71.58,29.91,SOJA,PRG,CEPEA
2014-02-19,31.76,13.28,MILHO,BRASIL,CEPEA
2014-02-19,68.39,28.59,SOJA,PR,CEPEA
2014-02-19,72.00,30.10,SOJA,PRG,CEPEA
2014-02-20,32.51,13.70,MILHO,BRASIL,CEPEA
2014-02-20,68.45,28.83,SOJA,PR,CEPEA
2014-02-20,72.00,30.33,SOJA,PRG,CEPEA
2014-02-21,33.13,14.06,MILHO,BRASIL,CEPEA
2014-02-21,68.34,29.01,SOJA,PR,CEPEA
2014-02-21,71.60,30.39,SOJA,PRG,CEPEA
2014-02-24,33.15,14.14,MILHO,BRASIL,CEPEA
2014-02-24,68.53,29.24,SOJA,PR,CEPEA
2014-02-24,71.60,30.55,SOJA,PRG,CEPEA
2014-02-25,33.62,14.37,MILHO,BRASIL,CEPEA
2014-02-25,68.41,29.25,SOJA,PR,CEPEA
2014-02-25,72.21,30.87,SOJA,PRG,CEPEA
2014-02-26,33.74,14.33,MILHO,BRASIL,CEPEA
2014-02-26,69.11,29.36,SOJA,PR,CEPEA
2014-02-26,72.83,30.94,SOJA,PRG,CEPEA
2014-02-27,33.68,14.50,MILHO,BRASIL,CEPEA
2014-02-27,69.73,30.03,SOJA,PR,CEPEA
2014-02-27,73.67,31.73,SOJA,PRG,CEPEA
2014-02-28,33.95,14.50,MILHO,BRASIL,CEPEA
2014-02-28,69.19,29.54,SOJA,PR,CEPEA
2014-02-28,73.67,31.46,SOJA,PRG,CEPEA
2014-03-05,33.85,14.60,MILHO,BRASIL,CEPEA
2014-03-05,69.77,30.10,SOJA,PR,CEPEA
2014-03-05,73.67,31.78,SOJA,PRG,CEPEA
2014-03-06,33.82,14.59,MILHO,BRASIL,CEPEA
2014-03-06,69.49,29.98,SOJA,PR,CEPEA
2014-03-06,72.50,31.28,SOJA,PRG,CEPEA
2014-03-07,34.03,14.49,MILHO,BRASIL,CEPEA
2014-03-07,70.87,30.17,SOJA,PR,CEPEA
2014-03-07,74.27,31.62,SOJA,PRG,CEPEA
2014-03-10,34.16,14.52,MILHO,BRASIL,CEPEA
2014-03-10,70.65,30.04,SOJA,PR,CEPEA
2014-03-10,74.27,31.58,SOJA,PRG,CEPEA
2014-03-11,34.11,14.43,MILHO,BRASIL,CEPEA
2014-03-11,69.89,29.58,SOJA,PR,CEPEA
2014-03-11,73.21,30.98,SOJA,PRG,CEPEA
2014-03-12,33.85,14.35,MILHO,BRASIL,CEPEA
2014-03-12,68.92,29.20,SOJA,PR,CEPEA
2014-03-12,73.21,31.02,SOJA,PRG,CEPEA
2014-03-13,33.64,14.22,MILHO,BRASIL,CEPEA
2014-03-13,68.95,29.15,SOJA,PR,CEPEA
2014-03-13,72.24,30.55,SOJA,PRG,CEPEA
2014-03-14,33.51,14.26,MILHO,BRASIL,CEPEA
2014-03-14,68.74,29.24,SOJA,PR,CEPEA
2014-03-14,72.24,30.73,SOJA,PRG,CEPEA
2014-03-17,33.37,14.21,MILHO,BRASIL,CEPEA
2014-03-17,68.50,29.16,SOJA,PR,CEPEA
2014-03-17,72.24,30.75,SOJA,PRG,CEPEA
2014-03-18,32.97,14.08,MILHO,BRASIL,CEPEA
2014-03-18,69.05,29.50,SOJA,PR,CEPEA
2014-03-18,72.24,30.86,SOJA,PRG,CEPEA
2014-03-19,32.78,13.94,MILHO,BRASIL,CEPEA
2014-03-19,69.18,29.41,SOJA,PR,CEPEA
2014-03-19,72.73,30.92,SOJA,PRG,CEPEA
2014-03-20,32.20,13.82,MILHO,BRASIL,CEPEA
2014-03-20,69.91,30.00,SOJA,PR,CEPEA
2014-03-20,72.73,31.21,SOJA,PRG,CEPEA
2014-03-21,31.90,13.73,MILHO,BRASIL,CEPEA
2014-03-21,68.64,29.54,SOJA,PR,CEPEA
2014-03-21,72.73,31.30,SOJA,PRG,CEPEA
2014-03-24,31.97,13.78,MILHO,BRASIL,CEPEA
2014-03-24,68.14,29.36,SOJA,PR,CEPEA
2014-03-24,72.73,31.34,SOJA,PRG,CEPEA
2014-03-25,31.88,13.82,MILHO,BRASIL,CEPEA
2014-03-25,67.52,29.27,SOJA,PR,CEPEA
2014-03-25,70.00,30.34,SOJA,PRG,CEPEA
2014-03-26,31.55,13.66,MILHO,BRASIL,CEPEA
2014-03-26,67.58,29.26,SOJA,PR,CEPEA
2014-03-26,71.48,30.95,SOJA,PRG,CEPEA
2014-03-27,31.67,13.97,MILHO,BRASIL,CEPEA
2014-03-27,67.18,29.64,SOJA,PR,CEPEA
2014-03-27,70.09,30.92,SOJA,PRG,CEPEA
2014-03-28,31.44,13.90,MILHO,BRASIL,CEPEA
2014-03-28,66.57,29.43,SOJA,PR,CEPEA
2014-03-28,70.04,30.97,SOJA,PRG,CEPEA
2014-03-31,31.34,13.82,MILHO,BRASIL,CEPEA
2014-03-31,67.24,29.66,SOJA,PR,CEPEA
2014-03-31,70.50,31.10,SOJA,PRG,CEPEA
2014-04-01,31.32,13.82,MILHO,BRASIL,CEPEA
2014-04-01,68.34,30.16,SOJA,PR,CEPEA
2014-04-01,71.83,31.70,SOJA,PRG,CEPEA
2014-04-02,31.26,13.76,MILHO,BRASIL,CEPEA
2014-04-02,68.36,30.09,SOJA,PR,CEPEA
2014-04-02,71.88,31.64,SOJA,PRG,CEPEA
2014-04-03,31.29,13.71,MILHO,BRASIL,CEPEA
2014-04-03,68.66,30.07,SOJA,PR,CEPEA
2014-04-03,72.00,31.54,SOJA,PRG,CEPEA
2014-04-04,31.33,13.96,MILHO,BRASIL,CEPEA
2014-04-04,67.81,30.22,SOJA,PR,CEPEA
2014-04-04,72.00,32.09,SOJA,PRG,CEPEA
2014-04-07,31.24,14.09,MILHO,BRASIL,CEPEA
2014-04-07,67.52,30.46,SOJA,PR,CEPEA
2014-04-07,72.00,32.48,SOJA,PRG,CEPEA
2014-04-08,31.28,14.19,MILHO,BRASIL,CEPEA
2014-04-08,66.46,30.14,SOJA,PR,CEPEA
2014-04-08,69.00,31.29,SOJA,PRG,CEPEA
2014-04-09,31.44,14.30,MILHO,BRASIL,CEPEA
2014-04-09,67.34,30.63,SOJA,PR,CEPEA
2014-04-09,70.57,32.11,SOJA,PRG,CEPEA
2014-04-10,31.28,14.21,MILHO,BRASIL,CEPEA
2014-04-10,66.80,30.35,SOJA,PR,CEPEA
2014-04-10,69.77,31.70,SOJA,PRG,CEPEA
2014-04-11,31.32,14.11,MILHO,BRASIL,CEPEA
2014-04-11,66.39,29.91,SOJA,PR,CEPEA
2014-04-11,69.55,31.33,SOJA,PRG,CEPEA
2014-04-14,31.26,14.10,MILHO,BRASIL,CEPEA
2014-04-14,66.32,29.91,SOJA,PR,CEPEA
2014-04-14,69.38,31.30,SOJA,PRG,CEPEA
2014-04-15,31.53,14.09,MILHO,BRASIL,CEPEA
2014-04-15,68.16,30.47,SOJA,PR,CEPEA
2014-04-15,71.61,32.01,SOJA,PRG,CEPEA
2014-04-16,31.32,13.97,MILHO,BRASIL,CEPEA
2014-04-16,69.27,30.91,SOJA,PR,CEPEA
2014-04-16,71.99,32.12,SOJA,PRG,CEPEA
2014-04-17,31.18,13.92,MILHO,BRASIL,CEPEA
2014-04-17,68.84,30.73,SOJA,PR,CEPEA
2014-04-17,72.00,32.14,SOJA,PRG,CEPEA
2014-04-22,31.56,14.07,MILHO,BRASIL,CEPEA
2014-04-22,68.15,30.40,SOJA,PR,CEPEA
2014-04-22,72.00,32.11,SOJA,PRG,CEPEA
2014-04-23,31.33,14.09,MILHO,BRASIL,CEPEA
2014-04-23,67.47,30.35,SOJA,PR,CEPEA
2014-04-23,72.00,32.39,SOJA,PRG,CEPEA
2014-04-24,31.01,13.99,MILHO,BRASIL,CEPEA
2014-04-24,66.83,30.14,SOJA,PR,CEPEA
2014-04-24,69.51,31.35,SOJA,PRG,CEPEA
2014-04-25,30.95,13.80,MILHO,BRASIL,CEPEA
2014-04-25,67.81,30.24,SOJA,PR,CEPEA
2014-04-25,70.46,31.43,SOJA,PRG,CEPEA
2014-04-28,30.73,13.80,MILHO,BRASIL,CEPEA
2014-04-28,68.90,30.94,SOJA,PR,CEPEA
2014-04-28,71.53,32.12,SOJA,PRG,CEPEA
2014-04-29,30.48,13.65,MILHO,BRASIL,CEPEA
2014-04-29,69.29,31.03,SOJA,PR,CEPEA
2014-04-29,71.68,32.10,SOJA,PRG,CEPEA
2014-04-30,30.49,13.65,MILHO,BRASIL,CEPEA
2014-04-30,69.11,30.94,SOJA,PR,CEPEA
2014-04-30,71.46,31.99,SOJA,PRG,CEPEA
2014-05-02,30.40,13.69,MILHO,BRASIL,CEPEA
2014-05-02,67.07,30.20,SOJA,PR,CEPEA
2014-05-02,71.46,32.17,SOJA,PRG,CEPEA
2014-05-05,30.39,13.52,MILHO,BRASIL,CEPEA
2014-05-05,66.92,29.78,SOJA,PR,CEPEA
2014-05-05,69.85,31.09,SOJA,PRG,CEPEA
2014-05-06,30.34,13.62,MILHO,BRASIL,CEPEA
2014-05-06,66.39,29.81,SOJA,PR,CEPEA
2014-05-06,69.37,31.15,SOJA,PRG,CEPEA
2014-05-07,29.62,13.34,MILHO,BRASIL,CEPEA
2014-05-07,66.56,29.98,SOJA,PR,CEPEA
2014-05-07,69.07,31.11,SOJA,PRG,CEPEA
2014-05-08,29.54,13.36,MILHO,BRASIL,CEPEA
2014-05-08,67.29,30.43,SOJA,PR,CEPEA
2014-05-08,69.81,31.57,SOJA,PRG,CEPEA
2014-05-09,29.41,13.27,MILHO,BRASIL,CEPEA
2014-05-09,67.53,30.46,SOJA,PR,CEPEA
2014-05-09,70.42,31.76,SOJA,PRG,CEPEA
2014-05-12,29.48,13.28,MILHO,BRASIL,CEPEA
2014-05-12,67.42,30.38,SOJA,PR,CEPEA
2014-05-12,70.52,31.78,SOJA,PRG,CEPEA
2014-05-13,28.85,13.02,MILHO,BRASIL,CEPEA
2014-05-13,67.30,30.39,SOJA,PR,CEPEA
2014-05-13,69.99,31.60,SOJA,PRG,CEPEA
2014-05-14,28.96,13.12,MILHO,BRASIL,CEPEA
2014-05-14,67.43,30.55,SOJA,PR,CEPEA
2014-05-14,70.28,31.84,SOJA,PRG,CEPEA
2014-05-15,28.75,12.94,MILHO,BRASIL,CEPEA
2014-05-15,67.62,30.43,SOJA,PR,CEPEA
2014-05-15,70.42,31.69,SOJA,PRG,CEPEA
2014-05-16,28.35,12.81,MILHO,BRASIL,CEPEA
2014-05-16,67.28,30.40,SOJA,PR,CEPEA
2014-05-16,70.03,31.64,SOJA,PRG,CEPEA
2014-05-19,28.43,12.88,MILHO,BRASIL,CEPEA
2014-05-19,67.41,30.53,SOJA,PR,CEPEA
2014-05-19,70.49,31.92,SOJA,PRG,CEPEA
2014-05-20,28.02,12.63,MILHO,BRASIL,CEPEA
2014-05-20,68.38,30.83,SOJA,PR,CEPEA
2014-05-20,71.12,32.06,SOJA,PRG,CEPEA
2014-05-21,28.01,12.68,MILHO,BRASIL,CEPEA
2014-05-21,68.27,30.91,SOJA,PR,CEPEA
2014-05-21,70.90,32.10,SOJA,PRG,CEPEA
2014-05-22,27.95,12.61,MILHO,BRASIL,CEPEA
2014-05-22,69.20,31.23,SOJA,PR,CEPEA
2014-05-22,72.13,32.55,SOJA,PRG,CEPEA
2014-05-23,28.00,12.59,MILHO,BRASIL,CEPEA
2014-05-23,68.80,30.93,SOJA,PR,CEPEA
2014-05-23,71.77,32.27,SOJA,PRG,CEPEA
2014-05-26,27.88,12.53,MILHO,BRASIL,CEPEA
2014-05-26,68.93,31.00,SOJA,PR,CEPEA
2014-05-26,71.77,32.27,SOJA,PRG,CEPEA
2014-05-27,27.88,12.44,MILHO,BRASIL,CEPEA
2014-05-27,68.58,30.60,SOJA,PR,CEPEA
2014-05-27,71.89,32.08,SOJA,PRG,CEPEA
2014-05-28,28.03,12.55,MILHO,BRASIL,CEPEA
2014-05-28,68.69,30.76,SOJA,PR,CEPEA
2014-05-28,71.46,32.00,SOJA,PRG,CEPEA
2014-05-29,27.74,12.47,MILHO,BRASIL,CEPEA
2014-05-29,68.51,30.80,SOJA,PR,CEPEA
2014-05-29,71.44,32.12,SOJA,PRG,CEPEA
2014-05-30,27.71,12.37,MILHO,BRASIL,CEPEA
2014-05-30,68.48,30.57,SOJA,PR,CEPEA
2014-05-30,71.41,31.88,SOJA,PRG,CEPEA
2014-06-02,27.78,12.22,MILHO,BRASIL,CEPEA
2014-06-02,69.05,30.38,SOJA,PR,CEPEA
2014-06-02,72.09,31.72,SOJA,PRG,CEPEA
2014-06-03,27.71,12.16,MILHO,BRASIL,CEPEA
2014-06-03,68.95,30.26,SOJA,PR,CEPEA
2014-06-03,72.22,31.69,SOJA,PRG,CEPEA
2014-06-04,27.33,11.96,MILHO,BRASIL,CEPEA
2014-06-04,69.30,30.34,SOJA,PR,CEPEA
2014-06-04,72.50,31.74,SOJA,PRG,CEPEA
2014-06-05,27.28,12.05,MILHO,BRASIL,CEPEA
2014-06-05,69.02,30.48,SOJA,PR,CEPEA
2014-06-05,72.01,31.80,SOJA,PRG,CEPEA
2014-06-06,27.11,12.06,MILHO,BRASIL,CEPEA
2014-06-06,68.31,30.39,SOJA,PR,CEPEA
2014-06-06,72.01,32.03,SOJA,PRG,CEPEA
2014-06-09,27.03,12.13,MILHO,BRASIL,CEPEA
2014-06-09,67.38,30.23,SOJA,PR,CEPEA
2014-06-09,70.50,31.63,SOJA,PRG,CEPEA
2014-06-10,26.87,12.06,MILHO,BRASIL,CEPEA
2014-06-10,67.69,30.39,SOJA,PR,CEPEA
2014-06-10,70.50,31.66,SOJA,PRG,CEPEA
2014-06-11,26.67,11.93,MILHO,BRASIL,CEPEA
2014-06-11,67.59,30.23,SOJA,PR,CEPEA
2014-06-11,70.50,31.53,SOJA,PRG,CEPEA
2014-06-12,26.66,11.94,MILHO,BRASIL,CEPEA
2014-06-12,67.52,30.24,SOJA,PR,CEPEA
2014-06-12,70.50,31.57,SOJA,PRG,CEPEA
2014-06-13,26.42,11.85,MILHO,BRASIL,CEPEA
2014-06-13,66.84,29.97,SOJA,PR,CEPEA
2014-06-13,70.83,31.76,SOJA,PRG,CEPEA
2014-06-16,26.24,11.73,MILHO,BRASIL,CEPEA
2014-06-16,66.82,29.88,SOJA,PR,CEPEA
2014-06-16,70.14,31.37,SOJA,PRG,CEPEA
